Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
High-technology exports (current US$),TX.VAL.TECH.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Sao Tome and Principe,STP,..,..,4359,101787,117701,4081,222420,739677,386566,1332855,191951,..
High-technology exports (current US$),TX.VAL.TECH.CD,Saudi Arabia,SAU,..,..,213847736,258048056,289597693,254585411,278105527,421118895,261725653,285414131,270579693,..
High-technology exports (current US$),TX.VAL.TECH.CD,Senegal,SEN,..,..,9068038,8550765,11616694,14516361,28135399,23026460,18809131,28155692,9412110,..
High-technology exports (current US$),TX.VAL.TECH.CD,Serbia,SRB,..,..,326374280,461948405,438205346,449012575,390638512,406369789,396951920,458079442,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Seychelles,SYC,..,..,..,..,1105728,666529,1389125,1057991,63117372,5611137,1946595,..
High-technology exports (current US$),TX.VAL.TECH.CD,Sierra Leone,SLE,..,..,..,..,..,2251,553,1151,1349,378768,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Singapore,SGP,..,..,132291714560,136622285147,143758756182,145601846763,139341724308,135616252594,147178835744,155446548683,150958791008,..
High-technology exports (current US$),TX.VAL.TECH.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (current US$),TX.VAL.TECH.CD,Slovak Republic,SVK,..,..,5012465108,6439164997,8092166008,8401134883,7461127959,7484803091,8812917854,8967347835,8048293470,..
High-technology exports (current US$),TX.VAL.TECH.CD,Slovenia,SVN,..,..,1500641554,1492976482,1586935544,1622659448,1556407125,1673787135,1755384350,2089386354,2333334083,..
High-technology exports (current US$),TX.VAL.TECH.CD,Solomon Islands,SLB,..,..,..,..,..,..,193415,525542,305201,171262,..,..
